Logging to ./data/CartPole-v0_ppo/ppo_3567743922/
---------------------------------
| rollout/           |          |
|    total_timesteps      | 28800        |
| train/                  |              |
|    approx_kl            | 0.0022732513 |
|    clip_fraction        | 0.0234       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.266       |
|    explained_variance   | 0.481        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00418     |
|    n_updates            | 17980        |
|    policy_gradient_loss | -0.00206     |
|    value_loss           | 1.76e-06     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 901         |
|    time_elapsed         | 165         |
|    total_timesteps      | 28832       |
| train/                  |             |
|    approx_kl            | 0.006414705 |
|    clip_fraction        | 0.0672      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.195      |
|    explained_variance   | 0.939       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0152     |
|    n_updates            | 18000       |
|    policy_gradient_loss | -0.0105     |
|    value_loss           | 3.91e-06    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 902         |
|    time_elapsed         | 165         |
|    total_timesteps      | 28864       |
| train/                  |             |
|    approx_kl            | 0.007159629 |
|    clip_fraction        | 0.0312      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.221      |
|    explained_variance   | 0.119       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00944    |
|    n_updates            | 18020       |
|    policy_gradient_loss | -0.0049     |
|    value_loss           | 3.3e-06     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 903         |
|    time_elapsed         | 165         |
|    total_timesteps      | 28896       |
| train/                  |             |
|    approx_kl            | 0.044561833 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.241      |
|    explained_variance   | 0.885       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.032      |
|    n_updates            | 18040       |
|    policy_gradient_loss | -0.0229     |
|    value_loss           | 1.21e-06    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 904         |
|    time_elapsed         | 165         |
|    total_timesteps      | 28928       |
| train/                  |             |
|    approx_kl            | 0.008371018 |
|    clip_fraction        | 0.05        |
